0.754511861,9.723392009,9.264870917,1.41583583,5.029875707,-1.281567616,1
5.825546832,6.153305101,9.215683189,2.644971332,4.749491688,-1.491277697,1
2.750088215,8.767780563,4.517367334,1.37340408,2.700510835,-0.587309598,1
6.253534324,6.625685736,0.613047393,7.550439256,4.305593483,-1.529390185,0
1.800725384,1.185764524,1.51584327,8.576086867,4.25522564,-1.270078912,1
7.15043016,4.837232654,3.244408424,2.08916551,4.539624084,-1.98183114,1
4.846448394,9.9871928,0.789514805,8.289361638,3.327598365,-0.977313546,0
5.197001151,9.554958078,7.535432985,7.822574567,4.060791352,-1.262237146,0
5.880281632,4.563465912,8.896642249,1.387152622,3.624556401,-1.16755402,1
2.481384195,9.945025427,3.105594055,4.830190607,2.837433873,-0.875001546,1
8.201071355,2.994975559,3.561723363,3.924145104,3.966073943,-1.222579192,1
3.127776177,9.925802626,6.722057901,8.960745748,4.469500898,-1.41466873,0
9.608989656,9.909166077,7.151752944,4.135291803,3.265603107,-0.588222219,0
4.759715248,7.776353302,5.038284641,0.65437852,3.731937658,-1.527364104,0
9.055776113,4.555726132,3.004944704,9.71006186,4.308867628,-1.443871386,0
5.357422676,7.257320598,4.836596588,4.119986778,4.112708244,-1.717541122,0
7.260416719,2.179936339,8.682912245,3.029066692,4.559376891,-1.848480371,0
5.553124011,9.005028108,4.337022024,8.478087214,5.587988654,-1.962938301,0
3.848725224,3.632031606,1.721929657,7.056994902,3.380834447,-1.752728859,0
3.358210873,6.986838742,4.845903712,1.523775243,4.266219863,-1.520100917,1
9.287924295,8.086798329,9.62568341,5.451065125,3.988812334,-1.267717216,0
3.678269889,9.74971986,1.446218777,1.675648145,4.672386455,-1.199715155,1
9.232430198,7.472688675,3.350615438,5.794774016,4.268009249,-0.552013161,0
5.78134753,4.183736177,4.377428726,6.425297746,2.849726641,-0.927868499,0
0.58305567,0.847441447,5.559851999,8.770092863,3.739285122,-0.527537653,1
1.815583459,7.313816882,1.968131413,3.629709439,3.65090454,-0.888572682,1
6.798533309,5.538399555,7.418671487,9.136336747,2.768230258,-1.242392401,0
5.957227417,4.346978454,8.286206972,9.732339316,2.15241901,-0.527891659,0
6.142899012,9.495855878,4.172257016,8.824225645,3.515820343,-0.697849222,0
5.272668828,7.217366389,3.409008223,8.157096078,2.934435281,-1.317567856,0
8.794023382,6.460721118,5.240184293,6.562263914,2.812939713,-0.659252624,0
3.4101026,3.094539141,1.830719651,2.007053293,2.527397287,-1.272973953,1
2.86295369,9.045925095,1.686006335,0.844074915,3.216021412,-1.601910296,1
1.41055503,8.251638259,1.131351038,9.854144149,3.430031077,-0.779117184,1
2.171658029,8.195455623,3.232845091,2.187868007,4.10291397,-1.096261939,1
1.07492638,9.627773234,4.530384059,9.338688207,3.666511974,-1.690327442,0
5.536420298,3.152749743,7.667784629,3.264242134,4.865122896,-1.891931094,0
9.703352864,8.836554677,2.262020901,8.577574825,4.140206486,-1.499926783,0
7.604895641,5.173251141,0.603783363,6.533918572,3.986972894,-1.790590236,0
4.37612571,6.882464085,1.837914435,7.873125402,3.970066007,-1.34751122,0
3.472281944,6.663196706,8.666642508,6.243403717,2.877188434,-1.190782382,1
5.162191757,9.258972403,5.951980728,1.061517847,4.551699347,-1.945078049,1
7.456395439,5.92569433,7.295178018,5.439364675,4.156586922,-1.490483627,0
1.432364928,1.694415319,3.867401558,6.871265281,2.972657751,-1.41983155,1
2.243138041,8.786006642,9.307863248,4.886216044,3.452441927,-1.599454444,1
4.960136779,5.194126612,5.830008559,9.521612784,4.338978939,-1.896481422,1
3.703424226,3.367404931,5.447570858,9.306493227,4.479587794,-1.012138825,0
6.288737835,6.134262285,7.140140192,5.917805867,4.26629401,-1.785150493,0
6.317893488,7.422770046,2.666083585,0.880229122,3.112980138,-1.197747126,1
0.892235627,8.302544673,6.187293983,7.695319368,3.988136391,-0.844713036,0
2.414185617,7.219151875,3.970972995,8.24679011,2.915740219,-0.763558244,0
3.747442036,3.178999722,1.560069543,8.737932288,3.274703739,-1.496526851,1
8.396420829,3.429912895,9.221733917,1.698515535,3.609465323,-1.80583945,1
8.203134045,3.501462579,4.320867509,5.366400622,4.350287693,-1.973025478,0
8.785298783,2.696965652,4.304846522,2.144927908,2.878463328,-0.835577698,0
9.688746256,0.597272889,3.672975641,8.338478756,4.387815429,-0.663288655,0
8.016335625,0.673131553,9.471905023,3.216807882,3.576106621,-1.129292288,0
8.344374303,2.658034833,7.374068293,4.149622504,3.752260704,-1.676933217,0
6.106146532,5.496433586,7.8458115,5.024540257,4.513130577,-0.894241813,0
2.079180672,9.63066792,3.308781956,3.941799492,3.600997198,-1.318294482,1
5.32233526,8.003764159,5.232426656,8.131666784,3.588342637,-1.133151316,0
4.985909305,5.343097036,5.95823807,6.92953307,4.204121914,-1.896119513,0
5.451775271,8.31247102,1.932772512,9.313638168,3.389787764,-1.385452465,0
5.336733476,3.510253448,4.460071268,8.161721967,5.061672849,-1.571093496,1
5.68080705,1.801601833,9.030745246,8.441341406,3.622023132,-0.861615501,0
3.13827167,4.495447485,9.636923,3.684668724,4.022935157,-1.717245853,0
6.043063405,2.455754234,4.245952951,2.413460862,3.824716398,-1.27215083,0
7.216664788,8.950754302,1.115872843,1.632729736,2.906731984,-1.302678074,1
4.597453404,2.176416755,6.222713586,5.832743645,4.584549825,-1.844152979,0
8.065554455,0.525776688,6.676834585,5.015484614,3.162056788,-1.497865834,0
8.308435291,7.947265512,7.155654065,1.172044108,3.352629708,-0.952610627,0
8.094371204,8.421789455,3.348608818,1.78226732,3.338415988,-0.85833146,1
8.947339496,4.499163251,5.794886487,5.046765336,4.117787503,-0.890509698,0
3.068487721,7.579161379,3.569229937,5.990272355,3.120151521,-0.64731287,1
2.4227303,8.650146879,1.168681814,6.608813682,3.647016736,-1.014351465,1
5.974106111,9.872062593,2.907756882,5.866179571,3.767020944,-1.807081457,0
6.917663855,9.068520082,0.682066359,1.184691356,4.617526871,-1.060834724,1
2.016046859,8.712659255,5.364983196,5.211559285,3.342419171,-0.841766172,1
5.62270307,7.233520904,7.483494299,0.635045605,3.670272733,-1.159834019,0
7.578544246,6.950651375,4.333597702,5.094989348,3.750638136,-1.176220609,0
3.900306948,4.355025479,3.454583619,6.767455132,5.175421813,-1.481501183,1
6.096514194,8.182094977,3.058753153,1.664287441,3.304235462,-1.56756483,1
3.009621831,6.16260563,0.831112581,3.90916648,3.845289112,-1.570719188,1
4.597044611,9.139138503,3.504849394,3.905001546,4.611666905,-1.162124903,0
6.293306676,7.235410458,6.112078178,5.223839419,3.05195408,-0.530868283,1
4.250441922,5.819024613,3.208635942,8.355547558,4.439128202,-1.217148167,0
5.423506682,9.800056595,4.134888453,1.087797208,4.152626085,-1.079187723,0
3.095236657,8.573184623,8.998174352,6.186921469,3.512856188,-0.78881581,0
4.265864597,2.36079529,8.913435316,2.826156534,4.147918165,-1.053784006,1
9.730763521,0.563038823,8.382328686,5.92468672,3.40062573,-1.486744466,0
3.84468061,6.864608614,7.088527468,8.78593195,4.077692488,-0.878361318,0
0.614709357,2.845723196,6.687361991,1.347526494,2.944806219,-0.912362983,1
7.940691404,2.544934972,4.374239804,2.047956549,3.454679637,-1.665852308,0
3.500871804,7.262020928,2.431663647,4.141074535,5.167542134,-1.501195298,0
6.168545262,7.741025965,3.306107522,3.380729888,4.395418357,-1.441646405,0
7.826264682,0.808521382,7.278370842,4.701954162,2.204263821,-0.68450132,0
9.683695959,1.806554107,0.621306165,6.591309337,2.490073973,-0.949869678,0
0.932703756,3.520926313,1.909324478,5.900527548,3.907721558,-0.51426668,0
2.144472861,1.143171192,5.261920671,9.591879239,3.102330354,-0.930563373,1
4.218121032,5.685068642,7.17571876,1.311681627,2.412867704,-0.583831069,0
5.722518574,5.063095785,0.608448998,3.500182759,2.653658499,-1.029164096,1
6.151656615,4.523504716,5.956454349,2.269558119,4.224079389,-1.941763947,0
1.397586272,6.243312903,1.437125966,5.455721809,3.842666227,-0.844914949,1
1.506889866,7.275460862,7.388715775,8.237049165,4.40769788,-1.950830047,0
0.567539412,8.49718256,6.067464094,8.690266395,3.461978468,-1.997354788,1
1.570293226,4.735525972,6.706614325,7.083243808,3.318645806,-0.82969775,1
9.705775752,9.951525998,6.21249513,5.929978763,2.757485276,-0.540522389,0
4.232674467,5.390352064,5.83440704,2.120042647,3.520354812,-0.505614065,0
3.912941592,0.628043528,4.490797834,7.930334755,2.69978175,-1.466407495,0
9.422803578,4.596853317,9.838983899,1.083100892,4.593688414,-1.668002375,0
9.473440768,8.391052883,6.809370421,2.498383691,3.994927624,-0.508458333,0
5.888617742,8.912843715,0.626044381,4.790729046,4.140724106,-1.273391181,0
2.665386763,0.998948478,1.245042241,9.492072384,4.125441034,-0.723226055,1
5.669936977,8.778094777,2.677918721,2.961521433,3.999566032,-1.409749325,0
5.693968417,2.362105814,1.538064112,9.366489175,3.719583512,-1.178816849,1
3.123902665,3.037136668,3.536299108,4.377124572,3.956312886,-0.915971853,1
9.271730534,8.0477203,2.708715089,0.850209197,4.027923609,-1.241817427,0
1.646037765,6.605517515,3.32027067,8.374874683,3.768513785,-1.851314288,1
0.809732895,4.178768721,4.392205634,3.59726243,4.074122956,-1.121339748,0
2.280183124,4.054789893,2.302656905,2.406598605,5.082050445,-1.863763606,0
1.606827427,8.76376298,8.166398342,7.784187445,2.866256451,-1.513131708,0
3.618564576,3.813141124,4.005853279,3.108138325,3.158097148,-1.354356728,0
4.274035259,2.371309128,6.172517853,8.695157233,4.337522741,-1.707851915,0
0.571960073,0.80562178,6.227526483,7.50456038,4.455899382,-1.771408768,1
9.030050353,7.533218166,7.459977379,2.704361409,2.297036027,-0.907251557,0
9.756285833,8.231701706,6.362119923,5.273765056,5.106035224,-1.476678898,0
1.106019296,8.959854512,2.354881489,6.955589701,3.558834807,-1.086369192,0
4.453390275,8.893073965,3.380022245,5.520507799,3.701777654,-1.106275858,0
4.95132815,4.019744262,9.331774253,5.144507817,3.41038589,-1.535834116,0
2.793348196,3.502225592,4.394861974,0.688020525,4.109098453,-1.89525355,1
6.039687797,2.382150152,9.377557512,7.36261631,3.679974567,-1.801321766,0
8.47304476,0.658047029,2.018669179,2.521112856,3.724708837,-1.266578083,1
7.323290349,6.041901653,0.547161272,9.574197531,4.726364413,-1.423560106,0
4.246706247,9.762510552,5.826988753,4.040063366,4.586572446,-1.42136091,0
5.021166115,1.64370928,6.401522647,7.841422997,4.370664148,-1.526549787,0
1.765925049,7.802701111,7.331962915,3.927844422,4.50644167,-1.333842649,0
8.85769786,7.112051991,6.041491434,3.063204638,4.208008577,-1.454539583,0
6.622715068,3.248149887,3.877477289,3.412613904,2.438628918,-0.691384809,1
6.292731544,9.641042086,4.375825182,2.060768466,1.72283675,-0.623809039,0
1.885427955,8.008265022,6.969482256,5.129018852,3.794685987,-1.893682456,0
5.242062863,9.385669371,7.452112907,0.510928509,3.153963055,-1.301753405,1
5.070580711,5.490253083,8.07568836,0.761074696,4.220888168,-1.280596294,0
4.061738175,9.944338894,9.749379705,6.08375697,3.243006967,-0.823342536,0
7.577401113,1.283205719,6.454919633,0.776520175,4.585249472,-1.002865664,1
4.602849914,8.944000412,6.532493599,7.210188622,4.616069699,-1.789966863,0
3.881395101,2.154854888,1.610789011,7.266968434,4.660666484,-1.664015347,1
5.949469023,7.884212251,7.61556158,4.175890423,2.808937458,-1.65027051,0
2.544850171,4.812477366,6.525293833,1.453371593,3.570620521,-1.514686769,1
8.761934896,6.745495474,1.048679208,4.501876033,4.114010997,-1.266906796,1
4.188593778,4.129520895,2.768300681,9.004551972,4.437900151,-1.271277477,1
2.57231769,4.608378249,7.109022461,3.695767816,5.26409797,-1.734819802,1
2.944304854,9.625211184,9.846298539,8.952364743,3.156859261,-1.884298426,0
9.982987583,5.161796484,2.178768036,7.093505025,4.669471567,-1.787232084,0
1.230242369,0.788695998,6.712522206,2.528336909,3.515369778,-0.654910527,1
5.88775226,5.965839272,3.427438017,9.322862503,4.695257461,-1.617522666,0
7.082584855,3.431789224,5.624661394,8.020901439,3.681198969,-1.899947401,0
7.523463529,9.308135469,7.88239193,9.299919932,4.013055635,-1.764039845,0
8.577509978,4.51228613,6.240328311,6.682107653,3.693340687,-1.259242833,0
2.979178654,5.779430877,1.003466584,8.687740889,3.607899954,-1.935627566,0
7.726005847,4.614146888,9.135018827,3.559560368,3.798027691,-1.277972277,0
6.429072548,4.497342233,2.209632807,2.879849164,4.906058196,-1.558181705,0
6.326131775,6.589165936,4.78037102,5.062426329,2.97520985,-1.365640116,0
8.593830424,3.651718524,6.778799687,8.030702293,3.50595968,-1.081529375,0
5.57240272,8.772521303,9.515672433,7.509237652,4.753509013,-1.922800657,0
2.989801629,9.740869066,1.469287151,0.773786153,3.315523851,-0.67482437,1
9.604837257,6.863482771,9.14980809,5.858253992,4.128036963,-1.933602955,0
8.298831738,9.810728278,9.729571039,2.182364188,3.510531152,-1.195753946,0
1.627977547,4.302962105,4.929531692,7.955937322,2.79038024,-0.597817335,0
2.729784419,1.528462502,8.712507783,3.74887212,3.409137784,-0.935581023,0
